date,open,high,low,close,volume
2021-09-09,300.82,302.14,297.0,297.25,19927000.0
2021-09-10,298.415,299.92,295.38,295.71,19633363.0
2021-09-13,297.55,298.54,294.08,296.99,23652949.0
2021-09-14,299.56,301.39,298.1,299.79,21853433.0
2021-09-15,303.26,305.32,301.82,304.82,28356304.0
2021-09-16,303.76,305.31,300.76,305.22,19550815.0
2021-09-17,304.17,304.5,299.53,299.87,41372457.0
2021-09-20,296.33,298.72,289.52,294.3,38278661.0
2021-09-21,295.69,297.54,294.07,294.8,22364103.0
2021-09-22,296.725,300.22,294.51,298.58,26626342.0
2021-09-23,298.845,300.9,297.5339,299.56,18604601.0
2021-09-24,298.23,299.8,296.93,299.35,14998978.0
2021-09-27,296.14,296.47,292.9449,294.17,23571742.0
2021-09-28,289.795,290.78,282.75,283.52,43186237.0
2021-09-29,285.1,286.77,283.01,284.0,26353696.0
2021-09-30,285.71,287.83,281.62,281.92,32343635.0
2021-10-01,282.1217,289.98,281.29,289.1,30086280.0
2021-10-04,287.4,287.75,280.25,283.11,31350747.0
2021-10-05,284.0464,290.398,284.0464,288.76,24993024.0
2021-10-06,285.78,293.63,285.5093,293.11,28002559.0
